,brand,model,network_speed,GPRS,EDGE,announced,dimentions,weight_g,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,audio_jack,bluetooth,GPS,NFC,radio,battery,approx_price_EUR,img_url,GSM,LTE,DualSim,NumberOfCores,li-ion,li-po,AMOLED,([^\w]|\b)OLED,TFT,LCD,Android,Windows,iOS
4950,LG,A120,,Yes,,2010,108 x 45 x 12 mm (4.25 x 1.77 x 0.47 in),72.5,Mini-SIM,TFT  65K colors,1.77 inches (~20.3% screen-to-body ratio),128 x 160 pixels (~116 ppi pixel density),,,,,No,1 MB,,,,No,Yes,,,FM radio| scheduled recording,Removable Li-Ion 950 mAh battery,40.0,http://cdn2.gsmarena.com/vv/bigpic/lg-a120.jpg,GSM,,,1,Yes,,,,TFT,,,,
4951,Spice,M-5055,,Yes,,2010,104.1 x 44.9 x 15.9 mm (4.10 x 1.77 x 0.63 in),72.5,Dual SIM (Mini-SIM),TFT  65K colors,1.8 inches (~21.8% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 4 GB (dedicated slot),4 MB,,Yes,No,No,Yes,,,FM radio| scheduled recording,Removable Li-Ion 1000 mAh battery,20.0,http://cdn2.gsmarena.com/vv/bigpic/spice-m-5055.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
4952,Celkon,C305,,Yes,,2011,105 x 43 x 15 mm (4.13 x 1.69 x 0.59 in),73.0,Dual SIM (Mini-SIM),TFT,1.8 inches (~22.8% screen-to-body ratio),186 x 220 pixels (~160 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),,,1.3 MP,No,Yes,Yes,,,Stereo FM radio,Removable Li-Ion 850 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/celkon-c305.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
4953,Haier,Z7100,,Yes,,2004,76 x 40 x 20 mm (2.99 x 1.57 x 0.79 in),73.0,Mini-SIM,65K colors,,128 x 128 pixels,,,,,No,,,,,No,Yes,,,No,Removable Li-Ion 600 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/haz7100.gif,GSM,,,1,Yes,,,,,,,,
4954,Haier,Z7000,,Yes,,2004,76 x 40 x 20 mm (2.99 x 1.57 x 0.79 in),73.0,Mini-SIM,65K colors,,128 x 128 pixels,,,,,No,,,,,No,Yes,,,No,Removable Li-Ion 600 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/haz7000.gif,GSM,,,1,Yes,,,,,,,,
4955,LG,KG220,,Yes,,2006,81.8 x 43.4 x 23.3 mm (3.22 x 1.71 x 0.92 in),73.0,Mini-SIM,CSTN  65K colors,,128 x 128 pixels,,,,,No,2 MB,,VGA,No,No,Yes,,,No,Removable Li-Ion 830 mAh battery,70.0,http://cdn2.gsmarena.com/vv/bigpic/lg-kg220.gif,GSM,,,1,Yes,,,,,,,,
4956,NEC,N109,,Yes,,2004,102 x 45 x 15 mm (4.02 x 1.77 x 0.59 in),73.0,Mini-SIM,CSTN  65K colors,,128 x 160 pixels,,,,,No,2 MB,,VGA| LED flash,No,No,Yes,,,No,Removable Li-Ion 570 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/nen109.gif,GSM,,,1,Yes,,,,,,,,
4957,Parla,Minu P123,,Yes,,2014,106.5 x 45 x 14 mm (4.19 x 1.77 x 0.55 in),73.0,Dual SIM (Mini-SIM),TFT  65K colors,1.8 inches (~21.3% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 32 GB,32 Mbit ,32 Mbit,VGA,No,No,Yes,,,Stereo FM radio,Removable Li-Ion 600 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/parla-P123.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
4958,Samsung,X430,,Yes,,2003,80 x 42 x 20 mm (3.15 x 1.65 x 0.79 in),73.0,Mini-SIM,UFB  65K colors,,128 x 128 pixels,,,,,No,,,,,No,Yes,,,No,Removable Li-Ion 720 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/ssx430.gif,GSM,,,1,Yes,,,,,,,,
4959,Unnecto,Primo 2G,,Yes,Yes,2016,110.5 x 43 x 13.7 mm (4.35 x 1.69 x 0.54 in),73.0,Mini-SIM,TFT,1.8 inches (~21.5% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 32 GB,32 MB,32 MB RAM,1 MP| autofocus,No,Yes,Yes,,,Stereo FM radio,Removable Li-Ion 800 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/unnecto-primo-2g.jpg,GSM,,,1,Yes,,,,TFT,,,,
4960,Nokia,2600 classic,,Yes,Yes,2008,109.6 x 46.7 x 12 mm| 63.5 cc (4.31 x 1.84 x 0.47 in),73.2,Mini-SIM,TFT  65K colors,1.77 inches (~19.3% screen-to-body ratio),128 x 160 pixels (~116 ppi pixel density),,,,,No,10 MB,,VGA,No,No,Yes,,,FM radio,Removable Li-Ion 870 mAh battery (BL-5BT),60.0,http://cdn2.gsmarena.com/vv/bigpic/nokia-2600c.jpg,GSM,,,1,Yes,,,,TFT,,,,
4961,verykool,R80L Granite II,,Yes,Yes,2014,109.9 x 47.3 x 14.6 mm (4.33 x 1.86 x 0.57 in),73.7,Mini-SIM,TFT,2.4 inches (~34.3% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),,,2 MP,No,,Yes,,,FM radio,Li-Ion 800 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/verykool-R80L-Granite-II.jpg,GSM,,,1,Yes,,,,TFT,,,,
4962,alcatel,2052,HSPA,Yes,Yes,2014,108.5 x 44.8 x 13 mm (4.27 x 1.76 x 0.51 in),74.0,Mini-SIM,TFT,1.8 inches (~21.0% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,460 MHz,,,microSD  up to 32 GB (dedicated slot),128 MB,,VGA,No,Yes,Yes,,,FM radio,Removable Li-Ion 750 mAh battery,50.0,http://cdn2.gsmarena.com/vv/bigpic/alcatel-2052.jpg,GSM,,,1,Yes,,,,TFT,,,,
4963,Celkon,C60,,Yes,,2012,100 x 47 x 14.8 mm (3.94 x 1.85 x 0.58 in),74.0,Dual SIM (Mini-SIM),TFT,2.0 inches (~26.8% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),,,1.3 MP,No,,Yes,,,Stereo FM radio,Removable Li-Ion 1000 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/celkon-c60.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
4964,Chea,228,,Yes,,2003,85 x 45 x 20.5 mm (3.35 x 1.77 x 0.81 in),74.0,Mini-SIM,TFT  65K colors,,128 x 160 pixels,,,,,No,,,,,No,Yes,,,No,Removable Li-Ion battery,,http://cdn2.gsmarena.com/vv/bigpic/ch228.gif,GSM,,,1,Yes,,,,TFT,,,,
4965,Chea,218,,Yes,,2003,85 x 45 x 20 mm (3.35 x 1.77 x 0.79 in),74.0,Mini-SIM,TFT  65K colors,,128 x 160 pixels,,,,,No,,,,,No,Yes,,,No,Removable Li-Ion battery,,http://cdn2.gsmarena.com/vv/bigpic/ch218.gif,GSM,,,1,Yes,,,,TFT,,,,
4966,Chea,208,,Yes,,2003,85 x 45 x 20 mm (3.35 x 1.77 x 0.79 in),74.0,Mini-SIM,TFT  65K colors,,128 x 160 pixels,,,,,No,,,,,No,Yes,,,No,Removable Li-Ion battery,,http://cdn2.gsmarena.com/vv/bigpic/ch208.gif,GSM,,,1,Yes,,,,TFT,,,,
4967,Samsung,E1282T,,Yes,,2013,109.2 x 45.5 x 14.5 mm (4.30 x 1.79 x 0.57 in),74.5,Dual SIM (Mini-SIM| dual stand-by),TFT  65K colors,1.8 inches (~20.5% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 4 GB (dedicated slot),,,,,Yes,Yes,,,FM radio,Removable Li-Ion 1000 mAh battery,30.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-gt-e1282t.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
4968,Celkon,C2,,Yes,,2011,99 x 56 x 9 mm (3.90 x 2.20 x 0.35 in),75.0,Dual SIM (Mini-SIM),TFT,1.8 inches (~17.7% screen-to-body ratio),160 x 228 pixels (~155 ppi pixel density),,,,,microSD  up to 4 GB (dedicated slot),,,1.3 MP,No,No,Yes,,,Stereo FM radio,Removable Li-Ion 1000 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/celkon-c2.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
4969,Celkon,C11,,Yes,,2011,98 x 50 x 12 mm (3.86 x 1.97 x 0.47 in),75.0,Dual SIM (Mini-SIM),TFT,1.5 inches (~14.5% screen-to-body ratio),128 x 160 pixels (~137 ppi pixel density),,,,,microSD  up to 2 GB (dedicated slot),,,,,No,Yes,,,Stereo FM radio,Removable Li-Ion 800 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/celkon-c11.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
4970,Celkon,C22,,Yes,,2011,108 x 47 x 15 mm (4.25 x 1.85 x 0.59 in),75.0,Dual SIM (Mini-SIM),TFT,1.8 inches (~20.1% screen-to-body ratio),176 x 220 pixels (~157 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),,,1.3 MP,No,,Yes,,,Stereo FM radio,Removable Li-Ion 1000 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/celkon-c22.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
4971,Karbonn,A4,HSPA,Yes,Yes,2013,124.8 x 66 x 9.5 mm (4.91 x 2.60 x 0.37 in),75.0,Dual SIM (Mini-SIM),TFT capacitive touchscreen  256K colors,4.0 inches (~57.8% screen-to-body ratio),320 x 480 pixels (~144 ppi pixel density),Android 2.3.6 (Gingerbread),,,,microSD  up to 32 GB (dedicated slot),256 MB,512 MB,3.15 MP,Yes,Yes,Yes,,,FM radio,Li-Ion 1400 mAh battery,70.0,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a4.jpg,GSM,,Yes,1,Yes,,,,TFT,,Yes,,
4972,Plum,Inspire,,Yes,,2011,113.5 x 49.2 x 14.5 mm (4.47 x 1.94 x 0.57 in),75.0,Dual SIM (Mini-SIM| dual stand-by),TFT,2.4 inches (~31.9% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD  up to 1 GB (dedicated slot),64,32 MB,VGA| LED flash,VGA,No,Yes,,,Stereo FM radio,Removable Li-Ion 700 mAh battery (BL-4U),,http://cdn2.gsmarena.com/vv/bigpic/plum-inspire.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
4973,Posh,Lynx A100,,Yes,,2014,112.5 x 45.5 x 14 mm (4.43 x 1.79 x 0.55 in),75.0,Dual SIM (Mini-SIM| dual stand-by),TFT  65K colors,1.77 inches (~19.3% screen-to-body ratio),128 x 160 pixels (~116 ppi pixel density),,360 MHz,Mediatek MT6260,,microSD  up to 8 GB,32 MB,32 MB RAM,VGA,No,Yes,Yes,,,FM radio,Li-Ion 800 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/posh-a100.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
4974,Sagem,MY C3-2,,Yes,,2005,77 x 41 x 22 mm| 70 cc (3.03 x 1.61 x 0.87 in),75.0,Mini-SIM,CSTN  65K colors,,128  x 128 pixels| 6 lines,,,,,No,,,,,No,Yes,,,No,Removable Li-Ion 650 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/samyc3-2.gif,GSM,,,1,Yes,,,,,,,,
4975,Spice,M-5262,,Yes,,2010,115 x 51.5 x 15.2 mm (4.53 x 2.03 x 0.60 in),75.0,Dual SIM (Mini-SIM),TFT  65K colors,2.4 inches (~30.1% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),,,Yes,No,No,Yes,,,FM radio| scheduled recording,Removable Li-Ion 1200 mAh battery,30.0,http://cdn2.gsmarena.com/vv/bigpic/spice-m-5262.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
4976,verykool,i129,,Yes,,2014,113.5 x 48.4 x 14 mm (4.47 x 1.91 x 0.55 in),75.0,Yes,TFT,1.77 inches (~17.9% screen-to-body ratio),128 x 160 pixels (~116 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),,,VGA,No,No,Yes,,,FM radio| built-in antenna,Removable Li-Ion 600 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i129.jpg,GSM,,,1,Yes,,,,TFT,,,,
4977,VK Mobile,VK570,,Yes,,2005,76 x 44 x 23 mm (2.99 x 1.73 x 0.91 in),75.0,Mini-SIM,CSTN  65K colors,,128 x 143 pixels,,,,,No,,,VGA,No,No,Yes,,,No,Removable Li-Ion battery,,http://cdn2.gsmarena.com/vv/bigpic/vkmobile-vk570.gif,GSM,,,1,Yes,,,,,,,,
4978,VK Mobile,VK580,,Yes,,2004,76 x 44 x 19 mm (2.99 x 1.73 x 0.75 in),75.0,Mini-SIM,CSTN  65K colors,,128 x 143 pixels,,,,,No,,,VGA,No,No,Yes,,,No,Removable Li-Ion battery,,http://cdn2.gsmarena.com/vv/bigpic/vk580.gif,GSM,,,1,Yes,,,,,,,,
4979,Samsung,Manhattan E3300,HSPA,Yes,Yes,2012,113.9 x 46.4 x 13.3 mm (4.48 x 1.83 x 0.52 in),75.4,Mini-SIM,TFT  65K colors,2.0 inches (~23.8% screen-to-body ratio),128 x 160 pixels (~102 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),30 MB,,VGA,No,Yes,Yes,,,No,Removable Li-Ion 800 mAh battery,30.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-manhattan-gt-e3300.jpg,GSM,,,1,Yes,,,,TFT,,,,
4980,BLU,Samba Mini,,Yes,,2010,99.5 x 58 x 12 mm (3.92 x 2.28 x 0.47 in),76.0,Dual SIM (Mini-SIM),TFT  256K colors,2.0 inches (~21.5% screen-to-body ratio),240 x 320 pixels (~200 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),32 MB,,2 MP,No,No,Yes,,,Stereo FM radio,Removable Li-Ion 700 mAh battery,50.0,http://cdn2.gsmarena.com/vv/bigpic/blu-samba-mini.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
4981,Innostream,INNO 36,,Yes,,2005,80 x 43 x 23.8 mm (3.15 x 1.69 x 0.94 in),76.0,Mini-SIM,TFT  256K colors,,128 x 143 pixels,,,,,No,,,VGA,No,No,Yes,,,No,Removable Li-Ion battery,,http://cdn2.gsmarena.com/vv/bigpic/innostream-36.gif,GSM,,,1,Yes,,,,TFT,,,,
4982,Innostream,INNO 30,,Yes,,2004,82 x 42 x 21 mm (3.23 x 1.65 x 0.83 in),76.0,Mini-SIM,TFT  256K colors,,128 x 160 pixels| 11 lines,,,,,No,,,VGA,No,No,Yes,,,No,Removable Li-Ion 650 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/ininno30.gif,GSM,,,1,Yes,,,,TFT,,,,
4983,LG,GB190,,Yes,,2009,104 x 46 x 13.9 mm (4.09 x 1.81 x 0.55 in),76.0,Mini-SIM,TFT  65K colors,1.5 inches (~15.2% screen-to-body ratio),128 x 128 pixels (~121 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),,,VGA,No,No,Yes,,,Stereo FM radio| recording,Removable Li-Ion 950 mAh battery,60.0,http://cdn2.gsmarena.com/vv/bigpic/lg-gb190.jpg,GSM,,,1,Yes,,,,TFT,,,,
4984,LG,KP200,,Yes,,2007,86 x 45 x 20.1 mm (3.39 x 1.77 x 0.79 in),76.0,Mini-SIM,TFT  65K colors,,128 x 128 pixels,,,,,No,8 MB,,VGA,No,No,Yes,,,FM radio,Removable Li-Ion 830 mAh battery,50.0,http://cdn2.gsmarena.com/vv/bigpic/lg-kp200.gif,GSM,,,1,Yes,,,,TFT,,,,
4985,NEC,N910,,Yes,,2004,57 x 52 x 22 mm (2.24 x 2.05 x 0.87 in),76.0,Mini-SIM,TFT  65K colors,,128 x 160 pixels,,,,,No,,,VGA,No,No,Yes,,,No,Removable Li-Ion battery,,http://cdn2.gsmarena.com/vv/bigpic/nen910.gif,GSM,,,1,Yes,,,,TFT,,,,
4986,LG,GB170,,Yes,,2009,103 x 46 x 13.9 mm (4.06 x 1.81 x 0.55 in),76.5,Mini-SIM,TFT  65K colors,1.5 inches (~15.3% screen-to-body ratio),128 x 128 pixels (~121 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),8 MB,,,,Yes,Yes,,,Stereo FM radio,Removable Li-Ion 950 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/lg-gb170.jpg,GSM,,,1,Yes,,,,TFT,,,,
4987,Celkon,C33,,Yes,,2011,111 x 46 x 14.3 mm (4.37 x 1.81 x 0.56 in),77.0,Dual SIM (Mini-SIM),TFT,2.0 inches (~24.7% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),,,1.3 MP,No,Yes,Yes,,,Stereo FM radio| recording,Removable Li-Ion 1000 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/celkon-c33.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
4988,Chea,328,,Yes,,2003,109 x 45 x 18 mm (4.29 x 1.77 x 0.71 in),77.0,Mini-SIM,STN  4096 colors,,128 x 128 pixels,,,,,No,,,,,No,Yes,,,No,Removable Li-Ion battery,,http://cdn2.gsmarena.com/vv/bigpic/ch328.gif,GSM,,,1,Yes,,,,,,,,
4989,Chea,318,,Yes,,2003,109 x 45 x 18 mm (4.29 x 1.77 x 0.71 in),77.0,Mini-SIM,STN  4096 colors,,128 x 128 pixels,,,,,No,,,,,No,Yes,,,No,Removable Li-Ion battery,,http://cdn2.gsmarena.com/vv/bigpic/ch318.gif,GSM,,,1,Yes,,,,,,,,
4990,Chea,308,,Yes,,2003,109 x 45 x 18 mm (4.29 x 1.77 x 0.71 in),77.0,Mini-SIM,STN  4096 colors,,128 x 128 pixels,,,,,No,,,,,No,Yes,,,No,Removable Li-Ion battery,,http://cdn2.gsmarena.com/vv/bigpic/ch308.gif,GSM,,,1,Yes,,,,,,,,
4991,NEC,N100,,Yes,,2004,102 x 45 x 16 mm (4.02 x 1.77 x 0.63 in),77.0,Mini-SIM,CSTN  65K colors,,128 x 160 pixels,,,,,No,2 MB,,VGA,No,No,Yes,,,No,Removable Li-Ion 570 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/nen100.gif,GSM,,,1,Yes,,,,,,,,
4992,Nokia,109,,Yes,Yes,2012,110 x 46 x 14.8 mm| 63 cc (4.33 x 1.81 x 0.58 in),77.0,Mini-SIM,TFT  65K colors,1.8 inches (~20.2% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),64 MB ROM,16 MB RAM,,,Yes,Yes,,,Stereo FM radio| RDS| recording,Removable Li-Ion 800 mAh battery (BL-5CB),40.0,http://cdn2.gsmarena.com/vv/bigpic/nokia-109.jpg,GSM,,,1,Yes,,,,TFT,,,,
4993,Nokia,113,,Yes,Yes,2012,110 x 46 x 14.8 mm (4.33 x 1.81 x 0.58 in),77.0,Mini-SIM,TFT  65K colors,1.8 inches (~20.2% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),16 MB,,VGA,No,Yes,Yes,,,Stereo FM radio| RDS| recording,Removable Li-Ion 800 mAh battery (BL-5CB),70.0,http://cdn2.gsmarena.com/vv/bigpic/nokia-113.jpg,GSM,,,1,Yes,,,,TFT,,,,
4994,Nokia,111,,Yes,Yes,2012,110 x 46 x 14.8 mm| 63 cc (4.33 x 1.81 x 0.58 in),77.0,Mini-SIM,TFT  65K colors,1.8 inches (~20.2% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),10 MB,,VGA,No,Yes,Yes,,,Stereo FM radio| RDS| recording,Removable Li-Ion 800 mAh battery (BL-5CB),50.0,http://cdn2.gsmarena.com/vv/bigpic/nokia-111.jpg,GSM,,,1,Yes,,,,TFT,,,,
4995,LG,X335,,Yes,Yes,2011,109 x 61 x 13.8 mm (4.29 x 2.40 x 0.54 in),77.5,Dual SIM (Mini-SIM| dual stand-by),TFT  65K colors,2.3 inches (~24.6% screen-to-body ratio),320 x 240 pixels (~174 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),80 MB,,1.3 MP,No,No,Yes,,,FM radio| recording,Removable Li-Ion 900 mAh battery,80.0,http://cdn2.gsmarena.com/vv/bigpic/lg-neosmart-x335.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
4996,alcatel,Pop Fit,HSPA 21.1/5.76 Mbps,Yes,Yes,2014,97 x 56.2 x 12 mm (3.82 x 2.21 x 0.47 in),78.0,Yes,TFT capacitive touchscreen  256K colors,2.8 inches (~44.5% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),Android 4.2.2 (Jelly Bean),Dual-core 1.0 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,2 MP| LED flash (4002X),No,Yes,Yes,Yes,Yes (optional),FM radio| RDS,Removable Li-Ion 1000 mAh battery,90.0,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pop-fit-new.jpg,GSM,,,2,Yes,,,,TFT,,Yes,,
4997,Celkon,C909,,Yes,,2011,115 x 52 x 11.4 mm (4.53 x 2.05 x 0.45 in),78.0,Dual SIM (Mini-SIM),TFT,2.4 inches (~29.8% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),,,1.3 MP,No,,Yes,,,Stereo FM radio,Removable Li-Ion 1000 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/celkon-c909.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
4998,Celkon,C303,,Yes,,2011,112 x 45 x 12 mm (4.41 x 1.77 x 0.47 in),78.0,Dual SIM (Mini-SIM),TFT,2.0 inches (~25.0% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,microSD  up to 4 GB (dedicated slot),,,1.3 MP,No,Yes,Yes,,,Stereo FM radio,Removable Li-Ion 1000 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/celkon-c303.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
4999,Celkon,C102,,Yes,,2011,111 x 46 x 15.3 mm (4.37 x 1.81 x 0.60 in),78.0,Dual SIM (Mini-SIM),TFT,1.8 inches (~20.0% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),,,,,No,Yes,,,Stereo FM radio,Removable Li-Ion 1000 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/celkon-c102.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
5000,Icemobile,Rainbow II,,Yes,,2011,109 x 47 x 14.1 mm (4.29 x 1.85 x 0.56 in),78.0,Dual SIM (Mini-SIM| dual stand-by),TFT  65K colors,1.8 inches (~19.6% screen-to-body ratio),120 x 160 pixels (~111 ppi pixel density),,,,,microSD  up to 2 GB (dedicated slot),,,0.3 MP,No,No,Yes,,,Stereo FM radio,Removable Li-Ion battery,,http://cdn2.gsmarena.com/vv/bigpic/icemobile-rainbow2.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
5001,Karbonn,K1+ Stereo,,Yes,,2012,109 x 44 x 14.4 mm (4.29 x 1.73 x 0.57 in),78.0,Dual SIM (Mini-SIM),TFT  65K colors,1.77 inches (~20.6% screen-to-body ratio),128 x 160 pixels (~116 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),,,VGA,No,No,Yes,,,FM radio,Removable Li-Ion 1000 mAh battery,30.0,http://cdn2.gsmarena.com/vv/bigpic/karbonn-k1+.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
5002,LG,KP202,,Yes,,2007,87 x 45 x 19.8 mm (3.43 x 1.77 x 0.78 in),78.0,Mini-SIM,TFT  65K colors,1.8 inches| 28 x 37 mm (~26.0% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,No,4 MB,,VGA,No,No,Yes,,,No,Removable Li-Ion 830 mAh battery,70.0,http://cdn2.gsmarena.com/vv/bigpic/lg-kp202.gif,GSM,,,1,Yes,,,,TFT,,,,
5003,Motorola,W213,,Yes,,2007,108 x 44 x 14.9 mm (4.25 x 1.73 x 0.59 in),78.0,Mini-SIM,CSTN  65K colors,1.55 inches (~16.3% screen-to-body ratio),128 x 128 pixels (~117 ppi pixel density),,,,,No,1 MB,,,,No,Yes,,,FM radio (W213 only),Removable Li-Ion battery,70.0,http://cdn2.gsmarena.com/vv/bigpic/motorola-w213.gif,GSM,,,1,Yes,,,,,,,,
5004,Sony Ericsson,J300,,Yes,,2005,99.1 x 42.6 x 18.2 mm (3.90 x 1.68 x 0.72 in),78.0,Mini-SIM,STN  65K colors,1.5 inches| 27 x 27 mm (~17.2% screen-to-body ratio),128 x 128 pixels (~121 ppi pixel density),,,,,No,12 MB,,,,No,Yes,,,No,Removable Li-Ion 750 mAh battery (BST-36),70.0,http://cdn2.gsmarena.com/vv/bigpic/sonyericsson-j300.gif,GSM,,,1,Yes,,,,,,,,
5005,Spice,M-5170,,Yes,,2010,111 x 47.5 x 14.6 mm (4.37 x 1.87 x 0.57 in),78.0,Mini-SIM,TFT  65K colors,2.0 inches (~23.9% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,microSD  up to 2 GB (dedicated slot),,,Yes,No,Yes,Yes,,,FM radio| scheduled recording,Removable Li-Ion 1200 mAh battery,30.0,http://cdn2.gsmarena.com/vv/bigpic/spice-m-5170.jpg,GSM,,,1,Yes,,,,TFT,,,,
5006,Samsung,Metro E2202,,Yes,,2013,110.7 x 46 x 14.3 mm (4.36 x 1.81 x 0.56 in),78.2,Dual SIM (Mini-SIM| dual stand-by),TFT  65K colors,1.8 inches (~20.0% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 16 GB (dedicated slot),,,VGA,No,Yes,Yes,,,FM radio,Removable Li-Ion 1000 mAh battery,30.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-metro-e2202.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
5007,Nokia,215,,Yes,,2015,116 x 50 x 12.9 mm (4.57 x 1.97 x 0.51 in),78.4,Mini-SIM,TFT  256K colors,2.4 inches (~31.1% screen-to-body ratio),240 x 320 pixels (~166 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),,8 MB RAM,VGA,No,Yes,Yes,,,Stereo FM radio,Removable Li-Ion 1100 mAh battery,30.0,http://cdn2.gsmarena.com/vv/bigpic/nokia-215-1.jpg,GSM,,,1,Yes,,,,TFT,,,,
5008,Nokia,215 Dual SIM,,Yes,,2015,116 x 50 x 12.9 mm (4.57 x 1.97 x 0.51 in),78.6,Dual SIM (Mini-SIM),TFT  256K colors,2.4 inches (~30.8% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),,8 MB RAM,VGA,No,Yes,Yes,,,Stereo FM radio,Removable Li-Ion 1100 mAh battery,30.0,http://cdn2.gsmarena.com/vv/bigpic/nokia-215-ds.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
